group_ordinal	target_group_id	representative_id	member_ordinal	member_id	representative_length	target_fasta_sha256	profile_digest
9742	sha256:7ab9541d94894fc3407aa75129aed6af28c60328bedc0e947aba67e7d5396557	MN770593.1	0	MN770593.1	2895	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
9743	sha256:7abb98ac54911b16541bc55f08dae6012012dacddeded20a35f35757803ce067	JQ040161.1	0	JQ040161.1	3141	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
9744	sha256:7ac1be02ff879c4eeaa6134125a716844248436c0a153a58a0bcd0219cc9e37b	LR862069.1	0	LR862069.1	7811	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
9745	sha256:7ac52e8a9147bcfa1e1ff14b4abd25ccd0fdaf91d0b49f0d10e974cd6f4db348	KJ598773.1	0	KJ598773.1	3095	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
9746	sha256:7ac793ad74cb7112cc7d21044401ed46db85c835883178e89ffd82c032064bb2	KJ364584.1	0	KJ364584.1	35369	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
9747	sha256:7aca604add1ceec0174850cbf3f047e5505047d8a097ef99126b7e319a571393	OP215219.1	0	OP215219.1	197140	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
9748	sha256:7aca67bdbbab3240ce31ea0f98abd310d7e5f043975db33e01f26f56f3654dd0	OR759148.1	0	OR759148.1	196775	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
9749	sha256:7acd676cbeaefffcbd087ce928edd47c9d2ef5d632427c740227df24f5a658c5	MZ097775.1	0	MZ097775.1	3182	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
9750	sha256:7acdf350122635911de0cf49f50424dcb0c7641f8b9cd0da5e3f5176a915e3a1	OK998523.1	0	OK998523.1	3182	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
9751	sha256:7ad38bc61224dbf00f9aa6a93e213868c603b83a898c3292dcca32c32884d126	KY225941.1	0	KY225941.1	7836	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
9752	sha256:7ad6c678dcd2a0813d69f9ea55940e61aea1005152f17811718d8d32338c9cda	OP289783.1	0	OP289783.1	197193	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
9752	sha256:7ad6c678dcd2a0813d69f9ea55940e61aea1005152f17811718d8d32338c9cda	OP289783.1	1	OP320550.1	197193	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
9752	sha256:7ad6c678dcd2a0813d69f9ea55940e61aea1005152f17811718d8d32338c9cda	OP289783.1	2	OP320551.1	197193	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
9752	sha256:7ad6c678dcd2a0813d69f9ea55940e61aea1005152f17811718d8d32338c9cda	OP289783.1	3	OP320555.1	197193	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
9753	sha256:7adb757e82a4c2d4d369f1924db10b4fd3f71288dfc5d76fc924544eca09f56e	MN769404.1	0	MN769404.1	2941	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
9754	sha256:7adeaaa78f4fcc3da6d99f859680b33ce81a1ab245ee965abd3654a07e55c009	OP297863.1	0	OP297863.1	150817	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
9755	sha256:7ae850f59a7fb2babb8b84305c55a65b0bd2c42d0efd443f350bc61cd54052e4	GQ475307.1	0	GQ475307.1	3215	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
9756	sha256:7ae88100efbc98b47dd9efea56fdcb44dbe32df233214f7b30e9647a6146aefc	MF925367.1	0	MF925367.1	3215	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
9757	sha256:7aed792bfcb0a28441fa1fcbc8d0c77fcfdc48922dae2fb1a31bf147ffa0a5a8	OR473631.1	0	OR473631.1	197233	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
9758	sha256:7aedf578260e25e1f26e37920a1638002913a2c8b7a2d496f5d0e50e150f6996	JF491449.1	0	JF491449.1	3215	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
9759	sha256:7af5930b806fb67073330a6777b22cf3dbf3230376ac0f4f7adddcb5ca12f38c	MN771048.1	0	MN771048.1	2968	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
9760	sha256:7afdc5281aa895cc3734ded753949a913728536397ca121f7167e743d7ec8015	MK534683.1	0	MK534683.1	3215	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
9761	sha256:7afdee865e7393aca0c33453a8bfe3ef8919f2e53b9f38a1596f35b3837ab1c9	OQ419039.1	0	OQ419039.1	195656	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
9761	sha256:7afdee865e7393aca0c33453a8bfe3ef8919f2e53b9f38a1596f35b3837ab1c9	OQ419039.1	1	OQ419056.1	195656	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
9762	sha256:7b00c7d021453700acf2c939875a026e496a336a3217061362029d0029bc49b8	MK540291.1	0	MK540291.1	171823	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
9763	sha256:7b02ef5bc9faf9dd535e34092aa57cbc94e59ca7ada90bbf758cedace24010e9	MN770991.1	0	MN770991.1	2841	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
9764	sha256:7b032e070272829fb7f80adb0b554e5bc9b866436042863473eed18dd79787ff	KF873539.1	0	KF873539.1	3215	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
9765	sha256:7b034ffa72bb2e0963eef752f7090071cc47be14abf5e6fa214b487795244375	MN770958.1	0	MN770958.1	2856	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
9766	sha256:7b0837fb3424a352ff0b68e073c1d0a8179aefbcc46a9900d0fc4666bfec8d86	HM363582.1	0	HM363582.1	3212	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
9767	sha256:7b1002ca8e4afb8076775ffebbbea3589be754ce6896de742e1727e2fa37e858	OQ054228.1	0	OQ054228.1	197151	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
9768	sha256:7b10d30406bd767222accb4a0c97a4f66031111d74021744b79df47bc8aa4bf5	JQ027310.1	0	JQ027310.1	3215	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
9769	sha256:7b1107b63d1073b170c6fae84b215b9e3d332bf6deb6c9b4a59c267dc64f419e	ON402784.1	0	ON402784.1	3212	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
9770	sha256:7b11a8a6b4e7477f914912d545dca9639f556df4397a83c7bf1bec1c00b69f3a	MG905102.1	0	MG905102.1	34764	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
9770	sha256:7b11a8a6b4e7477f914912d545dca9639f556df4397a83c7bf1bec1c00b69f3a	MG905102.1	1	MG905108.1	34764	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
9771	sha256:7b180ad3a28b34472497a9e3db4306c99db7558e0519c07d728a975c9137cbeb	MW601320.1	0	MW601320.1	3182	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
9772	sha256:7b1c5f54c126e954ea8f8ef329a7f61260771625bc3bdb68fb2412ef4d13fdf5	MN769365.1	0	MN769365.1	2846	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
9773	sha256:7b1e47b145afffe3975d4ead18735021109ddd25ef871a3963fae9a4ab79aa27	KY881821.1	0	KY881821.1	3215	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
9774	sha256:7b1ed4342f4446a7b022c9c3eec31c4dcf2428f8f97e37791397e51432c3dc0c	OP073718.1	0	OP073718.1	51944	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
9775	sha256:7b1ee199c919f480bd7cbbb016f11023a663de353c990e69c83bf71f50980739	OP297868.1	0	OP297868.1	150131	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
9776	sha256:7b1f2035a173507679661dbc0021ab33f9152ce4a4a47019e9303611f567aa70	OP073915.1	0	OP073915.1	40040	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
9777	sha256:7b21370c61c42078a72b1282bd533cd4c3af0e24f3db292e1ef6e9469ba0d5bb	MN769700.1	0	MN769700.1	2894	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
9778	sha256:7b24648e416b5d90c82d3480e7cc6d62590f6cbc046e6578ccf32e8ccc2bcd6c	MT210034.1	0	MT210034.1	3221	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
9779	sha256:7b26074eb7ebcf73f4c858cca25bbadfc0e6fd7152227e78702183c2018d35fe	MN683585.1	0	MN683585.1	3215	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
9780	sha256:7b27e44ae97b3cb8436c2c3e96aef356df4de1df04db7bf545e420d674051485	ON674051.1	0	ON674051.1	197166	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
9781	sha256:7b2bb52ed39e03166bb8c276454f394e0ded30aa784a56d42ace43f12306ffaa	KU298909.1	0	KU298909.1	7916	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
9782	sha256:7b314e2ee364ea6d3891ccabf1ba6595c69732126f162fd13abcdc578e59709e	MN769431.1	0	MN769431.1	2919	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
9783	sha256:7b3299ac2032c9d4beed31c63381e3759ed51eb5e5ac928db6adde003f3f7b0e	HQ646555.1	0	HQ646555.1	3252	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
9784	sha256:7b32c87e2073fb6915328b96c70919fdbb7d3d44d75387668f8172efd45fd6b9	MH921843.1	0	MH921843.1	35240	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
9785	sha256:7b35de3a74e07513f02120066c53c19f2f157f0c28910353015ad0abd8d2ac9b	MN769494.1	0	MN769494.1	2834	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
9786	sha256:7b3a5ff5accbb17f6b76ba823b115ba7ac44fef6e73171b7a2cd6f7bbb978c5f	GQ377607.1	0	GQ377607.1	3215	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
9787	sha256:7b3d39af1f3016f80024cdde0986a3d1318861b3894aaff2cd93f70875f54566	OP442946.1	0	OP442946.1	197190	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
9788	sha256:7b3e56c6d435bf6b35a75120f9e0338d20c1d5d3fec6c136fc5defab74d1ad09	GQ924616.1	0	GQ924616.1	3215	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
9789	sha256:7b3e87db09fed238de1c3a428e034bdadc4cbab8b133f818f687409bbe5a4566	MH777236.2	0	MH777236.2	7297	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
9790	sha256:7b3ee1445725b90b47c7822f3147e8398fd3aa2f557a3fc0f5222fbc31a4cef4	HQ537714.1	0	HQ537714.1	7894	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
9791	sha256:7b437772345d092d45973aae134f19d78687c9e5d7db3679b9c21d1dfe37a183	MN769191.1	0	MN769191.1	2945	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
9792	sha256:7b44b9149a1fdbfb71e2f96fe578dc6fc6942e772ea1e78a2b102f60f4e02285	MZ439285.1	0	MZ439285.1	3215	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
9793	sha256:7b4856f94b152b25f8b3d3c4cf4907b4413d381e3ccd35614fa9cbfa8f9351a8	FJ657522.1	0	FJ657522.1	3215	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
9794	sha256:7b4966058059384d29266cc7318eaf370c61d823e04c49e6727a989f2c90b45a	ON745215.1	0	ON745215.1	197213	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
9795	sha256:7b4bd4c436ebb93b115a9420828dbd958218df5a53eb87646c3857fb8651abc6	KP168432.1	0	KP168432.1	3221	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
9796	sha256:7b4e3549da835337184892ab3142cf9e7a5a0e4fc5fe29ee56e71a500f573ce3	MT217432.1	0	MT217432.1	7679	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
9797	sha256:7b50398c32dc5b676b53923b12e1011114759b347fc4eb3e7c745fd36803dd6b	MW845288.1	0	MW845288.1	3215	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
9798	sha256:7b510333999495357dc0266be8f757170d0e5637714374c0f6338381aa40e0ff	OP378696.1	0	OP378696.1	197028	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
9799	sha256:7b513b2cb21195f714a7dcc1def32a730150d944fa19ad82798ca1863e9434ee	JQ040132.1	0	JQ040132.1	3215	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
9800	sha256:7b51551c2ef8106f2b5ffcc477d5e929831fc96ec8dc3d2b25bc3e1ce36bd524	KC549593.1	0	KC549593.1	4939	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
9800	sha256:7b51551c2ef8106f2b5ffcc477d5e929831fc96ec8dc3d2b25bc3e1ce36bd524	KC549593.1	1	KC549594.1	4939	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
9801	sha256:7b5224fd4729c73cfe249016fba5c79727b4c1c0de1742bc209d0c49da91f46d	KY881823.1	0	KY881823.1	3215	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
9802	sha256:7b548b583072d19c09a91619608b6831bf96d17b2753727a2118a5b5704a4cac	ON561778.1	0	ON561778.1	34175	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
9803	sha256:7b5913179c338a1371c99a19860b2bb129263f313ac9881be72a4080fda8e8f1	GU815738.1	0	GU815738.1	3215	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
9804	sha256:7b5d2f275c2adcc040d610b160fda04cd63ab515290a374444d3ebf2eed7c92e	MZ097851.1	0	MZ097851.1	3182	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
9805	sha256:7b5d330d24fd49493c3be2b02372d93f1fd766c4ceabeb953f024f042ae6008c	KF471649.1	0	KF471649.1	3182	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
9806	sha256:7b5da2de7525f4b9c0ec04d2b5aa467483ebfd1b4b32acbc93bad061b3dc2bd7	MN769162.1	0	MN769162.1	2975	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
9807	sha256:7b5f616477630e3108106a93b5c642a551b8abf3252e1f9a55be8ae6f76532fd	LR861953.1	0	LR861953.1	8007	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
9808	sha256:7b651bae32232fe9f9a2bafeb4d21e4bfd4c22e42f7fa2f46c77bb81bd34db93	GU815598.1	0	GU815598.1	3215	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
9809	sha256:7b65798237c2fcc5c8d91ab89960f06df6884c7477fac8db84155af3bd316f8a	KX196227.1	0	KX196227.1	3182	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
9810	sha256:7b6e51700b463e2c64cccc661b58f24dccffe8eb9d9b28bce38ccfc5b335d17c	KC470216.1	0	KC470216.1	7824	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
9811	sha256:7b71430d513177586a65b95fab438d9982a82a9ea33214fb6d150a982a3458ac	KY881816.1	0	KY881816.1	3215	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
9812	sha256:7b72553b315d055095f4740df06528a29de2d562347cc4d4772dd1c1d91050dc	ON880421.1	0	ON880421.1	197631	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
9813	sha256:7b766881fd0e7a4b8b1b50fdc6aa83536bbe527e2cb11bf2e400cacfbf74750e	MN769200.1	0	MN769200.1	2890	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
9814	sha256:7b77558a3ec0ff37d81cae5c10df8963a2d94db98373d0656fc8e71f2973c519	FJ562278.1	0	FJ562278.1	3215	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
9815	sha256:7b77825370f12e5232d92bc52fd10bf48026fbe564f1ab9de1736d6930c4c404	OQ721945.1	0	OQ721945.1	197162	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
9816	sha256:7b7919eb7a78dfb125daccd44b6817b67b4fdf012cd4d159c7aab7a438ced117	KP718088.1	0	KP718088.1	3221	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
9816	sha256:7b7919eb7a78dfb125daccd44b6817b67b4fdf012cd4d159c7aab7a438ced117	KP718088.1	1	KP718099.1	3221	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
9817	sha256:7b7aa888da36ba063db9253b525551d68ad7edf996c36369ef9ae36d8064a5c6	AP019031.1	0	AP019031.1	126416	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
9818	sha256:7b7b40e722cbdbb7af87444d9afb2226cda1249f3f8181ef750aaaa011e1e43c	KJ638663.1	0	KJ638663.1	3215	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
9819	sha256:7b7beed5255cdd3653c8629e399558e68acc549a8d9449bdab2ef1af3883e582	MZ097743.1	0	MZ097743.1	3182	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
9820	sha256:7b7f343bcdd4ac55f97de1cc9d161e7d84cef73d7a9160d28a8a7e8283881055	MW845297.1	0	MW845297.1	3212	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
9821	sha256:7b847cf95877808c222f6f4af15d1b08034adb2bfb2e2c947a75ec1b2aef7533	HM585192.1	0	HM585192.1	3215	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
9822	sha256:7b8bee055b09d7ef15923d2f9e7c6a86d27832d47bd87703fcef9ede62cb0eaa	MK540322.1	0	MK540322.1	171823	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
9823	sha256:7b8eb1b95ca19b9430166e6fc70292c7a3aeb4f4c1554dabb6172c02812e6879	LC626354.1	0	LC626354.1	7819	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
9824	sha256:7b92144b9cd5bbf4f06efd4221edcdc11b175b378123e7c004ff61dde8c6ce59	MN769690.1	0	MN769690.1	2932	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
9825	sha256:7b95b2e6b45480e44bff199107caccba4d6c59e66c9ef85dada1c73aff6f58b0	KX357626.1	0	KX357626.1	3182	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
9826	sha256:7b967d572e17bf14ec4f03c204caf8bdaa22332a584858aeb9353060ecceee84	KX765819.1	0	KX765819.1	3215	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
9827	sha256:7b9d93d40a41f002b91e281a5ab5a8a76aba7f3dfd3eb6a80d99402de62d5947	MH777302.1	0	MH777302.1	7341	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
9828	sha256:7ba336eef3d725996e8d8602be9c2810135aa8321d9379bd2bbf139494f0acc4	MF662187.1	0	MF662187.1	5122	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
9829	sha256:7ba3aec800e1a694e15125d349c393febe32105f858dff56e99c2454da9f1e8b	ON563414.3	0	ON563414.3	197205	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
